Some applicants may have more than one job. Can they still apply for the COVID-19 Support Grant?,"Yes. Applicants who have multiple jobs affected by COVID-19 should report this accordingly in their application forms. The amount of grant will be based on the sum of the last drawn basic monthly salary of the affected jobs capped at $800/month.
For applicants who have lost their job(s) or are placed on involuntary NPL, i.e. have no work income, the amount of grant is capped at $800 per month.For applicants who had their monthly salary reduced by at least 30% every month for at least three consecutive months, the amount of grant is capped at $500 per month. This grant is capped at a lower amount as applicants still have some work income."
Are daily-rated/ad-hoc workers eligible for the COVID-19 Support Grant?,"The COVID-19 Support Grant is for full-time or part-time employees with valid employment contracts. Daily-rated/ad-hoc workers who do not have employment contracts or CPF contributions are not considered full-time or part-time employees.
Daily-rated/ad-hoc workers who require financial assistance may approach their nearest Social Service Offices (SSOs) (go.gov.sg/locate-sso) to apply for financial assistance.Comcare provides financial assistance and comprehensive support to low-income individuals and families (with monthly household income of $1,900 and below, or a per capita income of $650 and below). If their income exceeds these guidelines, they may still approach the SSOs if they face financial difficulties. The SSOs will assess their circumstances and needs, and provide assistance accordingly."
Are self-employed persons (SEPs) eligible for the COVID-19 Support Grant?,"The COVID-19 Support Grant is for full-time or part-time employees. SEPs such as insurance agents, real estate agents, freelancers (including delivery riders), hawkers, taxi drivers/private-hire car drivers, are not eligible for COVID-19 Support Grant.SEPs may qualify for the SEP income Relief Scheme (SIRS) instead.(https://www.ntuc.com.sg/SIRS)"
Are trainees on the SGUnited Mid-Career Pathways Programme-Company Training (SGUP-CT) or SGUnited Skills (SGUS) eligible for the COVID-19 Support Grant?," * As monthly training allowances are already provided to trainees under the SGUnited Mid-Career Pathways Programme - Company Training (SGUP-CT) or SGUnited Skills (SGUS), individuals who have commenced their SGUnited Mid-Career Pathways Programme – Company Training or SGUnited Skills course will not be eligible for the COVID-19 Support Grant.

 * Similar to the COVID-19 Support Grant to help cover basic expenses, the training allowances from the SGUP-CT or SGUS programmes are intended to help cover basic expenses incurred by the trainees over the duration of their training and were determined having considered the income relief support rates of other schemes such as the COVID-19 Support Grant and SIRS. The quantum is higher than under the Support Grant and SIRS in recognition of the training commitment involved."
Will recipients of existing subsidies and grants such as COVID-19 Support Grant be allowed to take part in the SGUnited Skills Programme and SGUnited Mid-Career Pathways Programme - Company Training?," * Recipients of the COVID-19 Support Grant may participate in the SGUnited Skills or the SGUnited Mid-Career Pathways Programme - Company Training to enhance their employability, and they will continue to receive their CSG pay-outs.

 * However, upon commencement of their SGUnited Skills or SGUnited Mid-Career Pathways Programme course, they will not receive the full monthly training allowance of $1,200 [for SGUnited Skills Programme], or $1,500 [for SGUnited Mid-Career Pathways Programme - Company Training]. Instead, COVID-19 Support Grant recipients will receive a smaller monthly training allowance of $400 [for SGUnited Skills] or $700 [for SGUnited Mid-Career Pathways Programme - Company Training] every month, on top of their COVID-19 Support Grant pay-outs. The reduced training allowance takes into account their grant pay-outs.

 * When their COVID-19 Support Grant pay-outs cease, they will receive the full monthly training allowance of $1,200 [for SGUnited Skills] or $1,500 [for SGUnited Mid-Career Pathways Programme - Company Training]."
Are full-time students who work eligible for the COVID-19 Support Grant?,"Yes, if they have a regular, full- or part-time job with a valid employment contract."
Are ComCare beneficiaries eligible for the COVID-19 Support Grant?,"No, ComCare beneficiaries will continue to receive comprehensive support for their basic living expenses, including cash assistance, assistance with household bills, and assistance with medical bills.Existing ComCare beneficiaries whose assistance is ending by October 2020 will have their assistance extended for a further six months without review, waiving the need for submission of new documents and signatures. Families on ComCare whose circumstances have changed during the COVID-19 situation may also approach SSOs for a review of their current ComCare Short-to-Medium-Term support. Those who are newly placed on ComCare will receive at least six months of assistance1.1 Some household may receive assistance for a shorter duration, if it is ascertained that within the next six months, they would be receiving other sources of income which they could tap on for their basic living expenses."
"If an applicant has been unemployed prior to COVID-19, can he/she apply for the COVID-19 Support Grant?","No, the applicant would not be eligible for the COVID-19 Support Grant as the grant supports those who are retrenched, placed on more than three months NPL or experienced at least 30% reduction in salary for more than 3 months, because of COVID-19.Those who have been unemployed prior to COVID-19 and require financial assistance may approach their nearest SSOs (go.gov.sg/locate-sso) to apply for financial assistance.ComCare provides financial assistance and comprehensive support to low-income individuals and families (with monthly household income of $1,900 and below, or a per capita income of $650 and below). If their income exceeds these guidelines, they may still approach the SSOs if they face financial difficulties. The SSOs will assess their circumstances and needs, and provide assistance accordingly."
"If applicant is a foreigner with children who are Singapore Citizens, can he/she apply for the COVID-19 Support Grant?","No, the applicant must be a Singapore Citizen (SC) or Permanent Resident (PR). Foreigners are not eligible for the grant."
Why is there a need to consider the Annual Property Value (APV) of the applicant?," * To be eligible for the COVID-19 Support Grant, applicants have to be living in a property with APV not exceeding $21,000. This covers about nine in 10 owner-occupied residential public and private properties and is consistent with other assistance schemes.

 * The COVID-19 Support Grant is intended to support lower- and middle-income households with greater needs. APV is used as a proxy for wealth and family support, as income rarely captures the entire range of resources an individual can tap on. Applicants who live in properties with higher APV generally have more means and resources (e.g. family support) than those living in a property with lower APV.

 * Other recent schemes such as the Solidarity Utilities Credit were given to all Singaporean households to extend additional support to as many citizens as possible during this challenging period.

 * Those who are unable to afford basic living expenses may approach their nearest SSOs (go.gov.sg/locate-sso) to apply for ComCare financial assistance. ComCare provides financial assistance and comprehensive support to low-income individuals and families (with monthly household income of $1,900 and below, or a per capita income of $650 and below, with no criterion on APV). If their income exceeds these guidelines but they face difficulties with basic living expenses, they may still approach the SSOs. The SSOs will assess their circumstances and needs, and provide assistance accordingly."
Can Singapore Citizens or Permanent Residents who live overseas apply for the COVID-19 Support Grant?," * Singapore Citizens and Permanent Residents who live overseas but have a Singapore address on their NRIC can apply for the grant if they meet all the eligibility criteria.

 * The APV will be based on applicants’ registered address as per the NRIC. The address on the NRIC must be a Singapore address in order to determine the APV, which is one of the eligibility criteria for the Grant."
When can one apply for the extended COVID-19 Support Grant?," * Individuals may continue to apply for the COVID-19 Support Grant with the current eligibility criteria until 6pm on 30 Sep 2020. The revised eligibility criteria will take effect from 9am on 1 Oct 2020.

 * Existing COVID-19 Support Grant recipients who intend to apply for an additional three months of support can do so from 1 Oct 2020 only if they had received all three pay-outs before 1 Oct 2020, or are receiving their final month of COVID-19 Support Grant pay-out in Oct 2020. If they are currently receiving their first or second month of assistance, there is no need to rush to apply. They may apply for the COVID-19 Support Grant when they are in their final month of assistance.

 * All applications for the COVID-19 Support Grant will remain open until 6pm, 31 Dec 2020."
Can a person apply for the extended COVID-19 Support Grant while he/she is still receiving their pay outs from their first application?,"Yes. Current COVID-19 Support Grant recipients can apply for the extended grant support, if they meet the revised eligibility criteria. However they can only apply if they are receiving their final month of assistance (i.e. if an applicant receives the COVID-19 Support Grant for Sep, Oct and Nov 2020 and requires additional assistance, they can apply again for the extended COVID-19 Support Grant earliest in the month of Nov 2020). If they are currently receiving their first or second month of assistance, there is no need to rush to apply. They may apply for the COVID-19 Support Grant when they are in their final month of assistance"
How can one find out the status of his/her application for the COVID-19 Support Grant?,"Applicants will be informed of the status of their application via SMS. If applicants have yet to receive a SMS after about two weeks from application and/or submission of full documents for the COVID-19 Support Grant, applicants can check on the status of their application by either emailing Ask_SSO@msf.gov.sg or calling the ComCare hotline at1800-222-0000.

SAMPLE SMS NOTIFCATION OF SUCCESSFUL APPLICATION
*Applicants will receive notification in two separate SMSes due to character limits on the SMS service.

SAMPLE SMS 1 of 2:
SSO Chua Chu Kang: COVID-19 Support Grant is approved OCT-DEC 20, $X00.00/mth, to A/C ending XXXX. First payout will be credited by 02 OCT. (Auto-generated SMS)

SAMPLE SMS 2 of 2:
Visit go.gov.sg/Wsg-ear / e2i.com.sg/app to request for employment assistance, go.gov.sg/restarter-c68 for job search resources, or go.gov.sg/ssg-cov for training courses.

SAMPLE SMS NOTIFCATION OF UNSUCCESSFUL APPLICATION
[MSF]: Your 20 Oct 18:17 COVID-19 Support Grant application was unsuccessful as we <customised reason based on criteria that applicant did not meet>. Please visit www.supportgowhere.gov.sg for other assistance or call 1800-222-0000 if you need financial help. (Auto-generated SMS)"
When will one know the outcome of his/her application?,Applicants will be informed of the outcome of his/her application in about two weeks if all the required documents are in order.
How does one know that his/her online application has been submitted successfully?,"When an application is submitted successfully, applicants will receive an automated on-screen acknowledgement message assigning them a reference number. The acknowledgement will also state that they will be informed of the outcome of their application in about two weeks upon submission of all documents. If the applicant has included his/her email address, a similar acknowledgement will be sent to the email address, together with a copy of the completed application form. Applicants who do not receive these notifications should resubmit their online application."
What are some of the documents applicants can submit to demonstrate that they have actively participated in job search or a training programme during the period when they were affected by job loss/NPL?,"Please refer to the list below for examples of acceptable documents. The participation in job search/training must have taken place after job loss and within two calendar months before date of application. S/N Type of Job Search and/or Training Efforts Permissible Documents 1. Applied for schemes under SGUnited Job & Skills Package

- SGUnited Jobs - SGUnited Traineeships - SGUnited Mid-Career Pathways Programme - Company Attachments - SGUnited Mid-Career Pathways Programme - Company Training^ - SGUnited Skills^ Record of job and training applications Applicants should have made at least one job application or attended at least one interview within two months preceding CSG applications. 
- Signed trainee/individual agreement, or email receipts or screenshots showing submission of job/traineeship application, or emails from employer requesting for interviews/ aptitude tests. Emails or screenshots should minimally indicate name of applicant, name of company, and date of application/interview. 
- Email receipts/screenshots showing application for SGUnited Skills programmes delivered by Continuing Education and Training (CET) Centres, including Institutes of Higher Learning, or SGUnited Mid-Career Pathways Programme – Company Training. Emails or screenshots should minimally indicate name of applicant, course title, date of application, and name of training provider. ^Individuals who have commenced their SGUnited Mid-Career Pathways Programme - Company Training or SGUnited Skills courses will not be eligible for the COVID-19 Support Grant. 2. Applied for or participated in job search or training programme under Workforce Singapore (WSG) or the Employment and Employability Institute (e2i) Record of job application/attendance of job search or training programmes under WSG/e2i.

- Screenshots of MyCareersFuture (MCF) and Virtual Career Fairs (VCF) job applications made in ‘MCF Applied Jobs’ section 

- Email receipt /screenshots of WSG’s acknowledgement email to Career Trial (CT) application or Professional Conversion Programme (PCP). 

- Email receipts/screenshots of training provider confirmation of successful enrolment in course. Emails or screenshots should minimally indicate name of applicant, date of application, course title, and name of training provider. 3. Applied or participated in training programme(s) supported by SkillsFuture Singapore Record showing application for/enrolment in course(s) supported by SkillsFuture Singapore 

- Email receipts or screenshots showing application for/enrolment in course(s) supported by SkillsFuture Singapore, or certificates attained upon successful completion of course(s). Emails or screenshots should minimally indicate name of applicant, date of application, course title, and name of training provider. 4. Applied or interviewed for jobs Letters/emails/screenshots of application for job, or scheduled/attended interviews. 

At least 1 job application/interview within two months before CSG application. 

Or 

Self-declaration of job search efforts 

Applicants will be asked to provide the name/contact/address of the employer that they have contacted, and the date of their interview. MSF will conduct further checks on the information provided. 

Please note that there will be legal consequences for those who make false declarations in their CSG application."
What should applicants do if they submit the wrong document in the online application?,"After the applicant has been informed of the rejected application, applicants can re-apply online and submit the correct document. The online system will not allow re-application for the same NRIC while the application is still being processed."
"If applicants need help to apply online for the COVID-19 Support Grant, who can they approach?","Applicants can email Ask_SSO@msf.gov.sg or call the ComCare hotline at 1800-222-0000 for assistance. If they are unable to email or call, they can approach their nearest SSO (go.gov.sg/locate-sso) which will guide them through the online application form."
"If an applicant has lost one job, and has his/her monthly salary reduced by at least 30% in another job, how can he/she apply?","The applicant can submit the details of both jobs, via the loss income form."
"A person applied through the online system and was rejected because he/she did not meet the eligibility criteria. Subsequently, the applicant’s circumstances have changed and now meets the eligibility criteria. Will the person be able to apply for the grant?",Yes. The applicant may reapply and receive the grant if he/she meets all the eligibility criteria. Applicants will be assessed based on their situation at the point of application.
Do applicants need to submit another application for the extended COVID-19 Support Grant if they had previously successfully applied the grant? What are the documents required for those applying for the additional three months of support?," * Yes. All applicants, who fulfil the revised eligibility criteria, applying for the extended COVID-19 Support Grant would be required to submit a new application1reflecting their current status.

 * Applicants who have previously successfully applied for the grant, i.e. received three months of assistance, or are in the final month of assistance from an application made before 1 Oct 2020, could opt to use the documents submitted in their last approved CSG application, if there are no changes to their data submitted previously. However, if applicants are experiencing salary loss of at least 30%, supporting documents for the most recent period of salary loss would be required.

1Mandatory documents include:> · Relevant documents indicating loss of job, being placed on involuntary NPL or reduction of at least 30% salary for at least three consecutive months, such as Retrenchment letter, contract termination, letter from employer (e.g. indicating loss of least 30% of salary for at least three consecutive months), payslip(s) or CPF contribution statement(s) showing last drawn monthly salary, before loss of job, being placed on involuntary NPL or loss of at least 30% of your salary
> · Payslip(s) or CPF contribution statement(s) showing monthly salary, after loss of at least 30% of your salary for at least three consecutive months and
> · Documents indicated in FAQ 26 for applicants who have lost their jobs."
How can applicants appeal if their application for the COVID-19 Support Grant was unsuccessful?,"Applicants who wish to appeal against the outcome of the application may approach the nearest SSO to do so. Applicant should produce all necessary documents when appealing. Appeals will be assessed on case-by-case basis.If an applicant’s circumstances have changed, he/she can apply for the COVID-19 Support Grant again.Additional supporting documents may be requested for applications to be considered under appeal."
Can a proxy (household member/spouse) apply CSG on behalf of the affected person?,"Applicants should apply for the COVID-19 Support Grant online at https://www.go.gov.sg/CSG. Applicants will need a SingPass account, supporting documents, and a valid bank account.However, if the person is serving a Quarantine Order or Stay-Home Notice and is unable to physically apply and does not know how to apply online, they can appoint a proxy to apply at the SSOs.For proxy applications, the proxy will need to submit the completed hardcopy application form, and present the applicant’s NRIC and relevant supporting documents, to the SSOs.If applicants are not able to apply online and have no proxy to apply and/or collect the assistance on their behalf, they can apply after their Quarantine Order or Stay-Home Notice has ended. Applications will remain open until 31 Dec 2020."
How do applicants set up a SingPass account? What if applicants forgot their SingPass password?,Members of public can visit https://www.singpass.gov.sg/singpass/register/instructions for instructions on how to set up/register their SingPass account.Members of public who have forgotten their SingPass password can visit https://www.singpass.gov.sg/singpass/onlineresetpassword/userdetail to reset their password.
What if an applicant does not have a bank account?,"Applicants are required to have a bank account in order to receive the COVID-19 Support Grant. Applicants will have to open a bank account if they do not have a bank account.If applicants are unable to open a bank account, they may nominate a proxy recipient to receive the COVID-19 Support Grantpay out using the proxy’s bank account details. Applicants may approach SSOs (go.gov.sg/locate-sso) to fill up the Proxy Recipient of COVID-19 Support Grant form, for nomination, and the proxy recipient to declare that he/she is agreeable to receive the grant on behalf of the applicant, and would manage and use the assistance for the beneficiaries’ needs only."
How can applicants find out their bank branch details?,"Applicants are advised to contact their bank to find out branch details. Below are the steps to determine bank branch details for some banks (applicants should check with their respective banks for latest information). * For POSB account holders (9-digit account number):
   - Bank Code: 7171 
   - Branch Code: 081 
   - Branch Name: POSB Bank Ltd.
   
   
 * For DBS account holders (10-digit account number):
   - Bank Code: 7171 
   - Branch Code: First 3 digits of your DBS account number. For example for account no. 123-4-567890 the Branch Code is 123 
   - Branch Name: DBS Bank Ltd.
   
   
 * For OCBC account holders (10 or 12-digit account number): 
   - Bank Code: 7339 
   - Branch Code: The first three numbers of your OCBC account number are branch codes. Example of OCBC Bank account numbers: 555-1-234567 where 555 is the branch code, 501-123956-001 where 501 is the branch code.
   
   
 * For UOB account holders (10-digit account number): 
   - Bank Code: 7375 
   - Branch Code: Please use the first 3 digits of your UOB account number and refer to Appendix A to retrieve the corresponding bank and branch code from the following document http://www.uob.com.sg/assets/pdfs/global/achcode.pdf. For example: For account 101-123-456-7, please use 101 to refer to Appendix A to retrieve the Bank Code 7375 and Branch code 001."
When is the CSG payout date?,"Usually for the 1st month, it will depend on when the officer approves the application (from day the application is approved till payout will usually be about a week). For the subsequent 2 months (CSG is for 3 months of assistance), it will usually be on the 4th of the month."
What is the amount of assistance provided under the extended COVID-19 Support Grant?," * There is no change in the quantum of assistance provided under the extended COVID-19 Support Grant.

 * For applicants who have lost their job(s) or are placed on involuntary NPL, i.e. have no work income, the amount of grant is up to $800 per month.

 * For applicants who had their monthly salary reduced by at least 30% every month for at least three consecutive months, the amount of grant is up to $500 per month. This grant is capped at a lower amount as applicants still have some work income.

 * The actual amount of support provided will depend on the difference in income applicants are experiencing, subject to the above caps, for three months."
Can a COVID-19 Support Grant recipient continue to receive the Support Grant for the second and third month if they found a job in the first month after approval of the COVID-19 Support Grant?,"The eligibility criteria for the COVID-19 Support Grant are as follows: * Singapore Citizen or Permanent Resident aged 16 and above 
 * Full-time or part-time employee affected by the economic impact of COVID-19 (involuntary loss of job/reduction in salary or start of involuntary no pay leave (NPL) should have occurred after 23 Jan 2020):  * Presently involuntarily unemployed due to retrenchment/contract termination; 
    * Presently on involuntary NPL for a period of at least three consecutive months (e.g. Aug - Oct 2020, Oct - Dec 2020); or 
    * Presently experiencing reduced monthly salary of at least 30%, for a period of at least three consecutive months (e.g. Aug - Oct 2020, Oct - Dec 2020)
   
   
 * Prior gross monthly household income of ≤$10,000 or monthly per capita income of ≤ $3,100 
 * Live in a property with annual value of ≤$21,000 
 * (New from 01 Oct 2020) Does not own more than one property
 * Not on ComCare Short-to-Medium-Term Assistance or Long-Term Assistance 
 * Has not already benefitted from nor is planning to apply for assistance under the Self-Employed Persons Income Relief Scheme (SIRS)
 * Not on SGUnited Mid-Career Pathways Programme - Company Training, or SGUnited Skills Package
 * Full-time National Servicemen and interns are not eligible
   
 * (New from 01 Oct 2020) Applicants who lost their jobs have to show that they have actively applied or participated in at least one job search or training programme(s) after they lost their jobs. The job search/participation in training programmes should have taken place in the two months before their application. This includes one or more of the following:
   - Applied for schemes under the SGUnited Job & Skills Package; 
   - Applied/participated in job search or training programme under Workforce Singapore or the Employment and Employability Institute;
   - Applied/participated in training programme(s) supported by SkillsFuture Singapore; and/or
   - Applied/interviewed for jobs (at least one application/interview within the past two months preceding your CSG application"
"Are there other government schemes to support individuals who need additional financial support, but who are not eligible for the COVID-19 Support Grant (e.g. those who are still employed but earning low income)?","Low-income individuals can apply for ComCare assistance.ComCare provides financial assistance and comprehensive support to low-income individuals and families (with monthly household income of $1,900 and below, or a per capita income of $650 and below). If their income exceeds these guidelines, they may still approach the SSOs if they face financial difficulties. The SSOs will assess their circumstances and needs, and provide assistance accordingly."
How is the COVID-19 Support Grant different from ComCare Short-To-Medium-Term Assistance?,"For SCs/PRs who have lost their jobs or have been involuntarily placed on NPL, the COVID-19 Support Grant provides up to $800 in monthly cash assistance for three months and employment/training support.For SCs/PRs who had their salary reduced by least 30% due to the ongoing COVID-19 situation, the COVID-19 Support Grant provides up to $500 monthly cash assistance for three months.The ComCare Short-To-Medium-Term Assistance (SMTA) provides assistance for low-income and vulnerable households who require support for a temporary period due to various reasons including being unable to work due to illness or having to care for dependants. The amount and duration of SMTA varies across households depending on their needs, profile, and size. Assistance may include cash for daily living expenses, assistance with household bills, medical expenses and/or other support."
How can applicants verify the identity of a public servant contacting them through the phone or email?,"To make help more accessible, officers from the SSOs may conduct video/phone interviews with applicants to verify the identity and details of their applications. SSO officers will: * Identify themselves and purpose of the call and seek the applicant’s consent to proceed with the phone interview.
 * Contact applicants only if they have applied for financial assistance or the COVID-19 Support Grant, or sought financial help through other government agencies.
 * Provide applicants with an authorised email address xxx@msf.gov.sg to submit supporting documents.
 * Provide pre-paid envelopes for applicants to mail back the supporting documents for physical submissions. All applicants are strongly encouraged to mail the supporting documents. If they are unable to do so, they may physically bring the documents to the SSOs.

Alternatively, applicants can call the ComCare hotline number 1800-222-0000 to verify that an SSO Officer did indeed contact them. Our hotline team will email the relevant SSO for verification. An SSO Officer will contact the applicant and share the verified information (date and time of the applicant’s earlier call to the Comcare hotline as “proof”) and request for permission to proceed with the phone interview."
"Since the first tranche of CSG support is for three months, and the extension is for another three months, what happens if an employee needs more support beyond six months?","Households that need financial assistance for their basic living expenses can contact the Social Service Offices (SSOs) (go.gov.sg/locate-sso). Depending on their needs, SSOs can either provide them with ComCare assistance or link them up with other sources of community support."
Am I allowed to visit my boyfriend/ girlfriend or fiancé/fiancée or spouse living in a different house?,"Please do not do so during this period when circuit breaker measures are in place. The intention of these measures is to significantly reduce movements and social interactions to lower the risk of transmission across different households. You could consider using different digital means (e.g. video calls, phone calls, etc.) to keep in contact during this time."
Why are ROM services suspended from 7 Apr to 1 Jun 2020?,"ROM has suspended its services in line with the Government's major circuit breaker measures to battle the COVID-19 transmission. This is for the safety of the couples, their guests, as well as the community."
The ROM website indicates that all solemnisations between 7 Apr and 1 Jun will be rescheduled. When/How will we learn about our rescheduled solemnisation date?,"ROM will reschedule all appointments for verification of documents and solemnization of marriage, at ROM and external venues, scheduled during the circuit breaker. Our officers will be in touch with affected couples. We will waive all fees for changes due to the COVID-19 situation."
"My partner and I were notified by ROM that we will need to postpone our appointment with ROM and solemnisation, whether at ROM or external venues, until after 1 June. What is the reason for not allowing a maximum of 5 pax (solemniser, couple, 2 witnesses), if we comply with safe distancing rules?","Given the current COVID-19 situation, we strongly advise you to postpone your appointment for your own safety as well as that of your guests and solemniser. Circuit breaker measures have been introduced and everyone is to stay home. Contact is limited to immediate family members living in the same household during this period."
I am divorced and my children take turns to live with me and my ex-spouse. Can this arrangement continue?,"This is allowed. However, do keep changes and any movement and travel in this regard to a minimum, where possible, to lower the risk of transmission across different households."
"I am divorced/separated, and my spouse/ex-spouse has care and control of my child. Can face-to-face access arrangements continue during circuit breaker period?","Yes, face-to-face access arrangements are allowed, if these arrangements have been in place before the circuit breaker period. However, please keep movement and travel to a minimum to lower the risk of transmission across different households, given the latest measures put in place by the government."
"I am separated/ divorced, and Court had ordered Supervised Exchange/Supervised Visitation (SESV) services to assist me in having face-to-face contacts with my child. Can this arrangement continue?","From 2nd June onwards, Divorce Support Specialist Agencies (DSSAs) will be resuming services in phases. Safe management measures will be in place to safeguard the health and safety of all staff and clients. As part of DSSAs’ enhanced measures, SESV slots will be reduced. In lieu of this, DSSAs will offer remote access services via online platforms. DSSAs will be contacting their clients accordingly on the arrangements."
